source_url,scraped_at,category,description,submitted_by,submitted_time,vote_count,address,blockchain,tag,domain
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724414,Ransomware Attacks: Report and Fight Back with Chainabuse,"In the spring of 2025, I began communicating online with a man named Mikhail Avramenko, whom I met through an investment-related forum. He introduced himself as an experienced cryptocurrency consultant and claimed that he helped private individuals grow their savings through digital assets.From the very beginning, Mikhail appeared calm, polite, and professional. He took time to learn about my background, my financial goals, and my concerns. He never pressured me at first and always spoke in a reassuring manner, which made him seem trustworthy.Over time, he shared screenshots of supposed trading results, success stories, and positive feedback from “clients.” He explained complex financial concepts in simple language and patiently answered all my questions. Looking back, I now understand that this was part of a carefully planned strategy to gain my trust.Mikhail was an extremely clever and inventive scammer. He constantly adapted his methods and created new excuses and stories whenever I hesitated. He seemed willing to do anything to obtain money, stopping at nothing to achieve his goal.After several months of communication, he convinced me to make an investment and instructed me to transfer approximately $36,000 in cryptocurrency to a wallet address he provided. He assured me that my funds were safe and under professional management.For some time, he continued to send me regular updates, charts, and messages showing steady “growth.” He congratulated me on my progress and encouraged me to remain patient, reinforcing the illusion that everything was going well.Later, he informed me that additional administrative and processing fees were required in order to withdraw my funds. Each time I questioned these demands, he invented new explanations and applied subtle psychological pressure.When I finally refused to send more money, his behavior changed. His replies became shorter and less frequent. Eventually, he stopped responding altogether. His profiles disappeared, and all communication channels were cut off.Only then did I fully realize that I had been deceived by a highly manipulative and resourceful scammer who had carefully planned every step of this fraud.",Anonymous,"Jan 30, 2026",1,0x99825035bDc21a67f1cB14F6FF9F0d528c500d92,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724417,Sextortion Scams: Learn and Report on Chainabuse,"Igor Borona stolen my crypto 15,000dollars",Anonymous,"Jan 30, 2026",1,0xec116BBa8f3D9C4C4C2eD3007d72a305823656a9,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724419,Ransomware Attacks: Report and Fight Back with Chainabuse,"In the spring of 2025, I began communicating online with a man named Igor Borona, whom I met through an investment-related forum. He introduced himself as an experienced cryptocurrency consultant and said he helped private individuals grow their savings through digital assets.At first, our conversations were casual and friendly. Igor asked about my background, my goals, and my interest in investing. He never pressured me in the beginning and often emphasized that any decision should be made carefully. This made him seem honest and professional.Over time, he started sharing examples of his past work, including screenshots of trading results and testimonials from people who claimed to be satisfied clients. He also explained basic investment concepts in simple terms, which helped me feel more confident.After several months of communication, he suggested that I make a larger investment in order to achieve better returns. Trusting his guidance, I transferred approximately $112,000 in cryptocurrency to a wallet address he provided through Atomic Wallet.For a while, everything appeared to be going well. Igor regularly sent me updates, charts, and messages showing steady growth in my account. He congratulated me on my “progress” and encouraged me to remain patient.Later, he informed me that in order to withdraw my funds, certain administrative and processing fees needed to be paid. He explained this calmly and said it was standard procedure. Although I felt uncertain, I began to realize that something was wrong when the requirements kept changing.When I told him that I could not send any more money, his responses became less frequent and less detailed. Eventually, he stopped replying completely. His online profiles disappeared, and I lost access to the platform where my investment was supposedly managed.Only then did I fully understand that I had been deceived through a carefully planned online scheme.",Anonymous,"Jan 30, 2026",1,0xec116BBa8f3D9C4C4C2eD3007d72a305823656a9,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724421,Phishing Scams: Stay Protected on Chainabuse,chatGPT told me to use these websites for briging usdc polygon to usdc ethereum.On one of the websites I got a popup that I thought was from Metamask (it had the logo and everything). It told me that metamask had an update and that I needed to provide SRP of metamask after update completed.,Anonymous,"Jan 30, 2026",1,0xB98fDC1466AC5aED07ecA3Bbd7a0E11a32AB50d7,Ethereum,,"https://app.symbiosis.finance/,, https://bridge.acrossportocol.com/"
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724423,Phishing Scams: Stay Protected on Chainabuse,chatGPT told me to use these websites for briging usdc polygon to usdc ethereum.On one of the websites I got a popup that I thought was from Metamask (it had the logo and everything). It told me that metamask had an update and that I needed to provide SRP of metamask after update completed.,Anonymous,"Jan 30, 2026",1,0xB98fDC1466AC5aED07ecA3Bbd7a0E11a32AB50d7,Ethereum,,"https://app.symbiosis.finance/,, https://bridge.acrossportocol.com/"
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724426,Contract Exploit Scams: Stay Alert with Chainabuse,"Staked ETH from metamask many times so far. In the last time, it errored out as ""not possible to stake from your region"" and after that the hack happened, and lost $3000 ETH.",Anonymous,"Jan 30, 2026",1,0x650352013Ba6ec6797840769fB6F393102Dc688F,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724428,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-1,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724428,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-2,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724428,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-3,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724430,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-1,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724430,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-2,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724430,Contract Exploit Scams: Stay Alert with Chainabuse,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce pellentesque vulputate iaculis. Integer lacus sapien, auctor quis nisi non, pulvinar accumsan ligula. Vivamus quis odio ut est iaculis lobortis ut eu leo. Nam mattis varius gravida. Vivamus aliquet vestibulum ex et rutrum. Mauris eu tempor mi, ac porttitor magna. Etiam id fermentum orci, et malesuada lacus. Morbi facilisis malesuada hendrerit. Fusce eu magna auctor, fringilla libero eget, sodales elit.",Anonymous,"Jan 30, 2026",0,address-3,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724433,Fake Crypto Projects: Spot and Report Scams,"I was introduced to Arablica through Faheem Mohammed on Telgram, I was asked to invest certain amount on this site and earn money with the crypto currency change. I was able to withdraw the money only 2 times with 20USDT profit soon after when i starting investing the money i was trapped in the name of AML verification. I was asked to make several deposits in the name of verifcation. The amount was 584USDT, finally when the withdrawal was initiated . The money was blocked and never reached my account. even after several follow ups I was finally told by the support team that i need to pay a processing fee of 84USDT to withdraw my own amount . I made the deposit with the hope of withdraing my own money. Ever since the support team have stopped responding to my queries and i have not received the amount till now. Kindly help",Anonymous,"Jan 30, 2026",1,0x1b869a31c7178c67c1724b7aafaea944331ac1e4,Ethereum,This is the address in ar,https://arablica.com/
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724435,Fake Return Scams: Secure Your Crypto Investments,"I invested about 20,000 dollars in stocks on site corfelimited.com. after several actions on the broker’s side we reached a sum of about 240,000 dollars. After we tried to withdraw the money, requests started coming in to transfer additional funds in order to process some documents. This kept going on and on. At first, we tried to withdraw the money using Western Union and GT, then we switched to crypto, where it got stuck in MetaMask. I started receiving letters saying that I needed to pay this fee and that fee.",Anonymous,"Jan 30, 2026",1,0xdAC17F958D2ee523a2206206994597C13D831ec7,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724435,Fake Return Scams: Secure Your Crypto Investments,"I invested about 20,000 dollars in stocks on site corfelimited.com. after several actions on the broker’s side we reached a sum of about 240,000 dollars. After we tried to withdraw the money, requests started coming in to transfer additional funds in order to process some documents. This kept going on and on. At first, we tried to withdraw the money using Western Union and GT, then we switched to crypto, where it got stuck in MetaMask. I started receiving letters saying that I needed to pay this fee and that fee.",Anonymous,"Jan 30, 2026",1,0x54351ccd595543c28c264231b9ba11d56392214c,Ethereum,,
https://chainabuse.com/chain/ETH?page=8,2026-02-10T11:25:56.724435,Fake Return Scams: Secure Your Crypto Investments,"I invested about 20,000 dollars in stocks on site corfelimited.com. after several actions on the broker’s side we reached a sum of about 240,000 dollars. After we tried to withdraw the money, requests started coming in to transfer additional funds in order to process some documents. This kept going on and on. At first, we tried to withdraw the money using Western Union and GT, then we switched to crypto, where it got stuck in MetaMask. I started receiving letters saying that I needed to pay this fee and that fee.",Anonymous,"Jan 30, 2026",1,CWD2bs3BZzzVZ5TjhndWJnyt2E9NE69JnFFcRyneQZvN,Solana,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082296,Fake Crypto Projects: Spot and Report Scams,Was introduced to an Agent called Vidya who guided me to the trading platform where the binary trading was to be done. She said she and her partner have been trading for many years and they have a good success rate and wanted to help the community. I started out with 20k USD and then was convinced to invest more so invested to 80. Then was asked to pay taxes 13500 and then the customer service came back that there is some risk associated with my account and they asked me to pay 32500. After paying all the tax and the risk deposit i have not been able to withdraw any money. The customer service stopped responding from December of 2025.,Anonymous,2 hours ago,1,bc1ps3xhem40a5rw4x8jtgdc79hsm83ug3ctx2fm87hkpxen0lg3w2gq9mh7qt,Bitcoin,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082296,Fake Crypto Projects: Spot and Report Scams,Was introduced to an Agent called Vidya who guided me to the trading platform where the binary trading was to be done. She said she and her partner have been trading for many years and they have a good success rate and wanted to help the community. I started out with 20k USD and then was convinced to invest more so invested to 80. Then was asked to pay taxes 13500 and then the customer service came back that there is some risk associated with my account and they asked me to pay 32500. After paying all the tax and the risk deposit i have not been able to withdraw any money. The customer service stopped responding from December of 2025.,Anonymous,2 hours ago,1,0x517f5Be7aD7DE66AD96bf3D84e1A556a9C8862EA,Ethereum,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082296,Fake Crypto Projects: Spot and Report Scams,Was introduced to an Agent called Vidya who guided me to the trading platform where the binary trading was to be done. She said she and her partner have been trading for many years and they have a good success rate and wanted to help the community. I started out with 20k USD and then was convinced to invest more so invested to 80. Then was asked to pay taxes 13500 and then the customer service came back that there is some risk associated with my account and they asked me to pay 32500. After paying all the tax and the risk deposit i have not been able to withdraw any money. The customer service stopped responding from December of 2025.,Anonymous,2 hours ago,1,0xdAC17F958D2ee523a2206206994597C13D831ec7,Ethereum,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082313,Crypto Hacks: Report and Stay Safe with Chainabuse,Case related to theft (scam),Anonymous,4 hours ago,1,TJibekGFFJdYsKG4SNXzUYfWxW1waFFZq4,Tron,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082313,Crypto Hacks: Report and Stay Safe with Chainabuse,Case related to theft (scam),Anonymous,4 hours ago,1,0xFf71B459F502f3C0baA41a5507816E6C7Afa76c2,Ethereum,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082316,Ransomware Attacks: Report and Fight Back with Chainabuse,"On January 22, 2026, I met a woman through the Litmach app. After communicating on that platform, we continued our conversation on WhatsApp. On January 24, 2026, she taught me about crypto mining on the website web3.eth-defi.world. I spent about 10 days mining on that website. On February 3, 2026, the website offered me the opportunity to win an airdrop prize of 6.81 ETH coins. The requirement was that my balance of 1,701 USDT must reach 3,801 USDT by February 10, 2026. After hearing the requirements, I immediately contacted my previous female acquaintance. She suggested asking the website's customer service. Finally, I decided to ask the website's customer service, ""Are there any additional requirements after I complete this airdrop task?"" The website's customer service replied, ""If you complete the airdrop task, you can withdraw the prize and all my assets on the website.""  Upon hearing this, on February 5, 2026, I immediately completed the website's airdrop task and claimed the prize. However, I wanted to withdraw my assets, but the withdrawal failed. I then contacted the website's customer service representative. They told me, ""You must top up your wallet with 6,100 USDT to verify your ownership before February 14, 2026, or your assets will be locked in the blockchain."" I immediately felt cheated and disadvantaged. The website had never mentioned these additional requirements before. I then asked my female acquaintance again, and she said, ""Just follow the website's instructions and my assets will be returned."" Remembering the previous incident, I decided not to follow the website's instructions because there was no guarantee they wouldn't renege on their agreement again.",Anonymous,7 hours ago,1,0x30f48b41ee02307b8304409edd0aaa4d7776a437,Ethereum,,https://web3.eth-defi.world/
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082319,Contract Exploit Scams: Stay Alert with Chainabuse,"A friend's wallet has been hacked because he used Aperture Finance, which has been hacked.",Anonymous,14 hours ago,1,0x73cecb19032004be3311b1d76c2e3bcbe39279f0,Ethereum,,
https://chainabuse.com/chain/ETH?page=0,2026-02-10T11:25:57.082321,Fake Crypto Projects: Spot and Report Scams,"This report involves a commercial payment dispute.On-chain payment was made to the addresses listed above for a commercial agreement.The recipient explicitly accepted receiving USDTz prior to the transaction.Despite receiving the funds, the recipient failed to deliver the agreed service/payment.The payment was split across two addresses, which appear to be controlled by the same counterparty.Transactions involved:- 0x7f79c56da35c8a893a2cdff2810c226bfcc254886a6dbf58c2e6d933732e6674- 0xcfa0b31d2660dfd2dacb90a700d8d3aa549eda925cfd272a6b994262293d834eTotal amount involved: approximately 150,000 USDTz on BSC.This constitutes acceptance of payment followed by non-delivery.",Anonymous,17 hours ago,1,0xdac58a9Ef8c898A23b749b312B8538c2B76d208f,Ethereum,,
